"Subject"	"Code"	"Congruency"	"Task"	"Gender"	"Race"	"Valence"	"Switch"	"ResponseCode"	"Accuracy"	"RT"	"cumTime"	"logRT"
"25"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	222.583333333333	22319.8333333333	5.37191806735418
"25"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	12	1	279.75	25512	5.57593809505371
"25"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	236.583333333333	27424.4166666667	5.41772875185444
"25"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	268.75	30502.5	5.57519319140624
"25"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	9.8	0.8	229.7	27687.2	5.35175069289122
"25"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	8.33333333333333	0.666666666666667	217.222222222222	19183.1111111111	5.35316359037299
"25"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	246.7	33686.5	5.48912585352759
"25"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	8.33333333333333	0.666666666666667	377	23338	5.88324942580749
"25"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	224.818181818182	21647	5.38439522062856
"25"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	210.25	27381.5	5.32842864747951
"25"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	11	1	266.727272727273	26105.9090909091	5.51698589076531
"25"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	350.25	32805.75	5.82309128252241
"25"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	203.692307692308	22320.4615384615	5.29599105269018
"25"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	10	0.9	281.7	25622.5	5.51703916846672
"25"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.3846153846154	0.923076923076923	217.615384615385	27021	5.35268359760086
"25"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	10	0.9	365.5	30929.4	5.84879067124668
"25"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	12	1	195.25	28722.75	5.24911875210111
"25"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	11.2666666666667	0.933333333333333	224.133333333333	23691.4666666667	5.38034829651222
"25"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	946	411	6.85224256905188
"25"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	11	1	257.25	34446	5.47304620175212
"25"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	9.8	0.866666666666667	362.733333333333	28532.1333333333	5.83671058201084
"25"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	522	423	6.25766758788264
"25"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	210	1490	5.34710753071747
"25"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	230.368421052632	25323.7368421053	5.39335751656643
"25"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	282	1076	5.64190707093811
"25"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	10.8421052631579	0.894736842105263	335.368421052632	30418.8947368421	5.77350736451723
"26"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	130.5	16420.3333333333	4.86007805979951
"26"	60	"congruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	161	19093.625	5.07015856472909
"26"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Stay"	12	1	123.583333333333	22055.3333333333	4.80833164902928
"26"	60	"incongruent"	"Name"	"Female"	"Black"	NA	"Switch"	10.625	0.875	155.125	24950.25	5.01808557746657
"26"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	128.9	20644.3	4.84154959738841
"26"	61	"congruent"	"Name"	"Male"	"Black"	NA	"Switch"	12	1	130.777777777778	13994.4444444444	4.86964999979313
"26"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Stay"	10.9	0.9	148.3	27082.7	4.96894779588241
"26"	61	"incongruent"	"Name"	"Male"	"Black"	NA	"Switch"	10.7777777777778	0.888888888888889	202.222222222222	19080.4444444444	5.26802710073294
"26"	62	"congruent"	"Name"	"Female"	"White"	NA	"Stay"	10.1818181818182	0.909090909090909	144.090909090909	15857.2727272727	4.94264420287499
"26"	62	"congruent"	"Name"	"Female"	"White"	NA	"Switch"	11	1	210.125	20420.25	5.28182774983517
"26"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Stay"	9.36363636363636	0.818181818181818	194.545454545455	21222	5.17926224243859
"26"	62	"incongruent"	"Name"	"Female"	"White"	NA	"Switch"	9.875	0.875	271.5	26698.25	5.49744352283863
"26"	63	"congruent"	"Name"	"Male"	"White"	NA	"Stay"	11.0769230769231	1	152.692307692308	16382.4615384615	5.00781565303841
"26"	63	"congruent"	"Name"	"Male"	"White"	NA	"Switch"	10.2	0.9	148.8	19062.3	4.97670164393644
"26"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Stay"	10.3846153846154	0.923076923076923	207.461538461538	21937.0769230769	5.18394948697672
"26"	63	"incongruent"	"Name"	"Male"	"White"	NA	"Switch"	10.2	0.9	203.2	25091.9	5.2720004581162
"26"	70	"congruent"	"Word"	NA	NA	"Bad"	"Stay"	9.25	0.75	151.75	21509.5	5.00965095880513
"26"	70	"congruent"	"Word"	NA	NA	"Bad"	"Switch"	11.2666666666667	0.933333333333333	155.066666666667	17519	5.03390998259464
"26"	70	"congruent"	"Word"	NA	NA	"Bad"	NA	12	1	226	376	5.42053499927229
"26"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Stay"	8.75	0.75	288	27883.25	5.60591689254082
"26"	70	"incongruent"	"Word"	NA	NA	"Bad"	"Switch"	11	1	262.4	23242.8	5.52349013587924
"26"	70	"incongruent"	"Word"	NA	NA	"Bad"	NA	11	1	926	484	6.83087423464618
"26"	80	"congruent"	"Word"	NA	NA	"Good"	"Stay"	11	1	136	732	4.91265488573605
"26"	80	"congruent"	"Word"	NA	NA	"Good"	"Switch"	11	1	146.526315789474	18837.4736842105	4.9541567144136
"26"	80	"incongruent"	"Word"	NA	NA	"Good"	"Stay"	12	1	352	1543	5.8636311755981
"26"	80	"incongruent"	"Word"	NA	NA	"Good"	"Switch"	11.4210526315789	0.947368421052632	259.421052631579	24730.3157894737	5.52843397165905
